2012;Felienne Hermans,Martin Pinzger,Arie van Deursen;Detecting code smells in spreadsheet formulas.;409-418;10;;
2012;Ferdian Thung,David Lo,Lingxiao Jiang,Lucia,Foyzur Rahman,Premkumar T. Devanbu;When would this bug get reported?;420-429;10;;
2012;Rafael Lotufo,Zeeshan Malik,Krzysztof Czarnecki;Modelling the 'Hurried' bug report reading process to summarize bug reports.;430-439;10;;
2012;Andre Hora,Nicolas Anquetil,Stephane Ducasse,Simon Allier;Domain specific warnings: Are they any better?;441-450;10;;
2012;Mario Linares-Vasquez,Kamal Hossen,Hoang Dang,Huzefa H. Kagdi,Malcom Gethers,Denys Poshyvanyk;Triaging incoming change requests: Bug or commit history, or code authorship?;451-460;10;;
2012;Kenichi Kobayashi,Manabu Kamimura,Koki Kato,Keisuke Yano,Akihiko Matsuo;Feature-gathering dependency-based software clustering using Dedication and Modularity.;462-471;10;;
2012;Mathew Hall,Neil Walkinshaw,Phil McMinn;Supervised software modularisation.;472-481;10;;
2012;Veronika Bauer,Lars Heinemann,Florian Deissenboeck;A structured approach to assess third-party library usage.;483-492;10;;
2012;Andreas Thums,Jochen Quante;Reengineering embedded automotive software.;493-502;10;;
2012;Mario Bernhart,Andreas Mauczka,Michael Fiedler,Stefan Strobl,Thomas Grechenig;Incremental reengineering and migration of a 40 year old airport operations system.;503-510;8;;
2012;Hidde Boomsma,B. V. Hostnet,Hans-Gerhard Gross;Dead code elimination for web systems written in PHP: Lessons learned from an industry case.;511-515;5;;
2012;Zoya Durdik,Benjamin Klatt,Heiko Koziolek,Klaus Krogmann,Johannes Stammel,Roland Weiss;Sustainability guidelines for long-living software systems.;517-526;10;;
2012;Anja Guzzi,Andrew Begel,Jessica K. Miller,Krishna Nareddy;Facilitating enterprise software developer communication with CARES.;527-536;10;;
2012;Veronika Bauer,Lars Heinemann,Benjamin Hummel,Elmar Jurgens,Michael Conradt;A framework for incremental quality analysis of large software systems.;537-546;10;;
2012;Cor-Paul Bezemer,Andy Zaidman,Ad van der Hoeven,Andre van de Graaf,Maarten Wiertz,Remko Weijers;Locating performance improvement opportunities in an industrial software-as-a-service application.;547-556;10;;
2012;Kris De Schutter;Automated architectural reviews with Semmle.;557-565;9;;
2012;Enyi Tang,Linzhang Wang,Jianhua Zhao,Xuandong Li;Time-leverage point detection for time sensitive software maintenance.;567-570;4;;
2012;Ju Qian,Xiaoyu Zhou;Inferring weak references for fixing Java memory leaks.;571-574;4;;
2012;Shuhei Kimura,Yoshiki Higo,Hiroshi Igaki,Shinji Kusumoto;Move code refactoring with dynamic analysis.;575-578;4;;
2012;James Hamilton,Sebastian Danicic;Dependence communities in source code.;579-582;4;;
2012;Takayuki Omori,Hiroaki Kuwabara,Katsuhisa Maruyama;A study on repetitiveness of code completion operations.;584-587;4;;
2012;Dave Binkley,Dawn Lawrie,Christopher Uehlinger;Vocabulary normalization improves IR-based concept location.;588-591;4;;
2012;Erik Kouters,Bogdan Vasilescu,Alexander Serebrenik,Mark van den Brand;Who's who in Gnome: Using LSA to merge software repository identities.;592-595;4;;
2012;Philips Kokoh Prasetyo,David Lo,Palakorn Achananuparp,Yuan Tian,Ee-Peng Lim;Automatic classification of software related microblogs.;596-599;4;;
2012;Ferdian Thung,David Lo,Lingxiao Jiang;Detecting similar applications with collaborative tagging.;600-603;4;;
2012;Shaowei Wang,David Lo,Lingxiao Jiang;Inferring semantically related software terms and their taxonomy by leveraging collaborative tagging.;604-607;4;;
2012;Girish Maskeri Rama,Deepthi Karnam,Sree Aurovindh Viswanathan,Srinivas Padmanabhuni;Version history based source code plagiarism detection in proprietary systems.;609-612;4;;
2012;Aseel Hmood,Mostafa Erfani,Iman Keivanloo,Juergen Rilling;Applying technical stock market indicators to analyze and predict the evolvability of open source projects.;613-616;4;;
2012;Shinpei Hayashi,Takayuki Omori,Teruyoshi Zenmyo,Katsuhisa Maruyama,Motoshi Saeki;Refactoring edit history of source code.;617-620;4;;
2012;Shusi Yu;Retrieving software maintenance history with topic models.;621-624;4;;
2012;Jerod W. Wilkerson;A software change impact analysis taxonomy.;625-628;4;;
2012;Foutse Khomh,Hao Yuan,Ying Zou;Adapting Linux for mobile platforms: An empirical study of Android.;629-632;4;;
2012;Theodoros Chaikalis,George Melas,Alexander Chatzigeorgiou;SEANets: Software evolution analysis with networks.;634-637;4;;
2012;Timo Kehrer,Udo Kelter,Manuel Ohrndorf,Tim Sollbach;Understanding model evolution through semantically lifting model differences with SiLift.;638-641;4;;
2012;Gabriele Bavota,Luigi Colangelo,Andrea De Lucia,Sabato Fusco,Rocco Oliveto,Annibale Panichella;TraceME: Traceability Management in Eclipse.;642-645;4;;
2012;Pedro Reales Mateo,Macario Polo Usaola;Bacterio: Java mutation testing tool: A framework to evaluate quality of tests cases.;646-649;4;;
2012;Domenico Amalfitano,Anna Rita Fasolino,Porfirio Tramontana,Salvatore De Carmine,Gennaro Imparato;A toolset for GUI testing of Android applications.;650-653;4;;
2012;Md. Mahfuzul Islam,Alessandro Marchetto,Angelo Susi,Fondazione Bruno Kessler,Giuseppe Scanniello;MOTCP: A tool for the prioritization of test cases based on a sorting genetic algorithm and Latent Semantic Indexing.;654-657;4;;
2012;Aditya Kumar,Andrew Sutton,Bjarne Stroustrup;The demacrofier.;658-661;4;;
2012;Isela Macia Bertran,Roberta Arcoverde,Elder Cirilo,Alessandro Garcia,Arndt von Staa;Supporting the identification of architecturally-relevant code anomalies.;662-665;4;;
2012;Alex Tomasi,Alessandro Marchetto,Chiara Di Francescomarino,Angelo Susi;reBPMN: Recovering and reducing business processes.;666-669;4;;
2012;Ricardo Perez-Castillo;MARBLE: Modernization approach for recovering business processes from legacy information systems.;671-676;6;;
2012;Balthasar Weitzel;Understanding deployment costs of enterprise systems: Towards architecture support in deployment decisions.;677-680;4;;
2011;Andrian Marcus,James R. Cordy,Paolo Tonella;Foreword.;;0;;
2011;Richard A. Kemmerer;How to steal a botnet and what can happen when you do.;1;1;Keynotes;
2011;Lionel C. Briand;Useful software engineering research - leading a double-agent life.;2;1;Keynotes;
2011;Nicholas DiGiuseppe,James A. Jones;Fault interaction and its repercussions.;3-12;10;Research Track;Faults and Regression Testing
2011;Sheng Huang,Zhong Jie Li,Jun Zhu,Yanghua Xiao,Wei Wang;A novel approach to regression test selection for J2EE applications.;13-22;10;Research Track;Faults and Regression Testing
2011;Lingming Zhang,Miryung Kim,Sarfraz Khurshid;Localizing failure-inducing program edits based on spectrum information.;23-32;10;Research Track;Faults and Regression Testing
2011;Khanh Hoa Dam,Aditya K. Ghose;Automated change impact analysis for agent systems.;33-42;10;Impact Analysis;
2011;Kenichi Kobayashi,Akihiko Matsuo,Katsuro Inoue,Yasuhiro Hayase,Manabu Kamimura,Toshiaki Yoshino;ImpactScale: Quantifying change impact to predict faults in large software systems.;43-52;10;Impact Analysis;
2011;Salima Hassaine,Ferdaous Boughanmi,Yann-Gael Gueheneuc,Sylvie Hamel,Giuliano Antoniol;A seismology-inspired approach to study change propagation.;53-62;10;Impact Analysis;
2011;Abdallah Qusef,Gabriele Bavota,Rocco Oliveto,Andrea De Lucia,David Binkley;SCOTCH: Test-to-code traceability using slicing and conceptual coupling.;63-72;10;Dynamic Analysis;
2011;Anis Yousefi,Kamran Sartipi;Identifying distributed features in SOA by mining dynamic call trees.;73-82;10;Dynamic Analysis;
2011;Mark D. Syer,Bram Adams,Ahmed E. Hassan;Identifying performance deviations in thread pools.;83-92;10;Dynamic Analysis;
2011;Simon Butler,Michel Wermelinger,Yijun Yu,Helen Sharp;Mining java class naming conventions.;93-102;10;Natural Language Analysis;
2011;Sarah Rastkar,Gail C. Murphy,Alexander W. J. Bradley;Generating natural language summaries for crosscutting source code concerns.;103-112;10;Natural Language Analysis;
2011;Dawn Lawrie,David Binkley;Expanding identifiers to normalize source code vocabulary.;113-122;10;Natural Language Analysis;
2011;Mehdi Mirakhorli,Jane Cleland-Huang;Using tactic traceability information models to reduce the risk of architectural degradation during system maintenance.;123-132;10;Traceability;
2011;Malcom Gethers,Rocco Oliveto,Denys Poshyvanyk,Andrea De Lucia;On integrating orthogonal information retrieval methods to improve traceability recovery.;133-142;10;Traceability;
2011;Joao Brunet,Dalton Serey Guerrero,Jorge Cesar Abrantes de Figueiredo;Structural conformance checking with design tests: An evaluation of usability and calability.;143-152;10;Traceability;
2011;Nasir Ali,Wei Wu,Giuliano Antoniol,Massimiliano Di Penta,Yann-Gael Gueheneuc,Jane Huffman Hayes;MoMS: Multi-objective miniaturization of software.;153-162;10;Migration and Refactoring;
2011;Ravi Khadka,Gijs Reijnders,Amir Saeidi,Slinger Jansen,Jurriaan Hage;A method engineering based legacy to SOA migration method.;163-172;10;Migration and Refactoring;
2011;Gustavo Soares,Melina Mongiovi,Rohit Gheyi;Identifying overly strong conditions in refactoring implementations.;173-182;10;Migration and Refactoring;
2011;Chengnian Sun,Siau-Cheng Khoo,Shao Jie Zhang;Graph-based detection of library API imitations.;183-192;10;Components;
2011;Amir Reza Yazdanshenas,Leon Moonen;Crossing the boundaries while analyzing heterogeneous component-based software systems.;193-202;10;Components;
2011;Maxim Shevertalov,Spiros Mancoridis;On the maintenance of UI-integrated mashup applications.;203-212;10;Components;
2011;Jinshui Wang,Xin Peng,Zhenchang Xing,Wenyun Zhao;An exploratory study of feature location process: Distinct phases, recurring patterns, and elementary actions.;213-222;10;Program Comprehension;
2011;Heidar Pirzadeh,Abdelwahab Hamou-Lhadj,Mohak Shah;Exploiting text mining techniques in the analysis of execution traces.;223-232;10;Program Comprehension;
2011;Daqing Hou,David M. Pletcher;An evaluation of the strategies of sorting, filtering, and grouping API methods for Code Completion.;233-242;10;Program Comprehension;
2011;Tibor Bakota,Peter Hegedus,Peter Kortvelyesi,Rudolf Ferenc,Tibor Gyimothy;A probabilistic software quality model.;243-252;10;Reliability and Quality;
2011;Foutse Khomh,Brian Chan,Ying Zou,Anand Sinha,Dave Dietz;Predicting post-release defects using pre-release field testing results.;253-262;10;Reliability and Quality;
2011;Rekha Bachwani,Olivier Crameri,Ricardo Bianchini,Dejan Kostic,Willy Zwaenepoel;Sahara: Guiding the debugging of failed software upgrades.;263-272;10;Reliability and Quality;
2011;Liliane Barbour,Foutse Khomh,Ying Zou;Late propagation in software clones.;273-282;10;Clones;
2011;Joel Ossher,Hitesh Sajnani,Cristina Videira Lopes;File cloning in open source Java projects: The good, the bad, and the ugly.;283-292;10;Clones;
2011;Ripon Kumar Saha,Chanchal Kumar Roy,Kevin A. Schneider;An automatic framework for extracting and classifying near-miss clone genealogies.;293-302;10;Clones;
2011;Daniele Romano,Martin Pinzger;Using source code metrics to predict change-prone Java interfaces.;303-312;10;Metrics;
2011;Bogdan Vasilescu,Alexander Serebrenik,Mark van den Brand;You can't control the unfamiliar: A study on the relations between aggregation techniques for software metrics.;313-322;10;Metrics;
2011;Qiaona Hong,Sunghun Kim,Shing-Chi Cheung,Christian Bird;Understanding a developer social network and its evolution.;323-332;10;Metrics;
2011;Tejinder Dhaliwal,Foutse Khomh,Ying Zou;Classifying field crash reports for fixing bugs: A case study of Mozilla Firefox.;333-342;10;Clustering and Categorization;
2011;Collin McMillan,Mario Linares Vasquez,Denys Poshyvanyk,Mark Grechanik;Categorizing software applications for maintenance.;343-352;10;Clustering and Categorization;
2011;Mark Shtern,Vassilios Tzerpos;Evaluating software clustering using multiple simulated authoritative decompositions.;353-361;9;Clustering and Categorization;
2011;Erik Rogstad,Lionel C. Briand,Ronny Dalberg,Marianne Rynning,Erik Arisholm;Industrial experiences with automated regression testing of a legacy database application.;362-371;10;Industry Track;Testing
2011;Hema Srikanth,Myra B. Cohen;Regression testing in Software as a Service: An industrial case study.;372-381;10;Industry Track;Testing
2011;Ryan Carlson,Hyunsook Do,Anne M. Denton;A clustering approach to improving test case prioritization: An industrial case study.;382-391;10;Industry Track;Testing
2011;Will Snipes,Brian P. Robinson,Emerson R. Murphy-Hill;Code Hot Spot: A tool for extraction and analysis of code change history.;392-401;10;Reverse Engineering;
2011;Alexander Tarvo,Thomas Zimmermann,Jacek Czerwonka;An integration resolution algorithm for mining multiple branches in version control systems.;402-411;10;Reverse Engineering;
2011;Tezcan Dilshener,Michel Wermelinger;Relating developers' concepts and artefact vocabulary in a financial software module.;412-417;6;Reverse Engineering;
2011;Gang Zhang,Liwei Shen,Xin Peng,Zhenchang Xing,Wenyun Zhao;Incremental and iterative reengineering towards Software Product Line: An industrial case study.;418-427;10;Evolution and Migration;
2011;Paolo Salvaneschi;The evolution of Information Systems a case study on document management.;428-437;10;Evolution and Migration;
2011;Florian Matthes,Christopher Schulz,Klaus Haller;Testing & quality assurance in data migration projects.;438-447;10;Evolution and Migration;
2011;Rahul Jiresal,Adnan Contractor,Ravindra Naik;Precise detection of un-initialized variables in large, real-life COBOL programs in presence of unrealizable paths.;448-456;9;Program Analysis and Verification;
2011;Jozsef Mihalicza,Zoltan Porkolab,Abel Gabor;Type-preserving heap profiler for C++.;457-466;10;Program Analysis and Verification;
2011;Jan Friso Groote,Ammar Osaiweran,Jacco H. Wesselius;Analyzing the effects of formal methods on the development of industrial control software.;467-472;6;Program Analysis and Verification;
2011;Kazuki Nishizono,Shuji Morisakl,Rodrigo Vivanco,Ken-ichi Matsumoto;Source code comprehension strategies and metrics to predict comprehension effort in software maintenance and evolution tasks - an empirical study with industry practitioners.;473-481;9;Metrics and Estimation;
2011;Yan Ku,Jing Du,Ye Yang,Qing Wang;Estimating software maintenance effort from use cases: An industrial case study.;482-491;10;Metrics and Estimation;
2011;Lauren R. Biggers,Brian P. Eddy,Nicholas A. Kraft,Letha H. Etzkorn;Toward a metrics suite for source code lexicons.;492-495;4;Early Research Achievements Track;Linguistic Analysis of Software Artifacts
2011;Andrew Wiese,Valerie Ho,Emily Hill;A comparison of stemmers on source code identifiers for software search.;496-499;4;Early Research Achievements Track;Linguistic Analysis of Software Artifacts
2011;Simone Romano,Giuseppe Scanniello,Michele Risi,Carmine Gravino;Clustering and lexical information support for the recovery of design pattern in source code.;500-503;4;Early Research Achievements Track;Linguistic Analysis of Software Artifacts
2011;Michael Smit,Barry Gergel,H. James Hoover,Eleni Stroulia;Code convention adherence in evolving software.;504-507;4;Early Research Achievements Track;Linguistic Analysis of Software Artifacts
2011;Huzefa H. Kagdi,Malcom Gethers,Denys Poshyvanyk;SE2 model to support software evolution.;512-515;4;Software Changes and Maintainability;
2011;Jose Pedro Correia,Miguel Alexandre Ferreira;Measuring maintainability of spreadsheets in the wild.;516-519;4;Software Changes and Maintainability;
2011;Natalia Dragan,Michael L. Collard,Maen Hammad,Jonathan I. Maletic;Using stereotypes to help characterize commits.;520-523;4;Software Changes and Maintainability;
2011;Giuseppe Scanniello;Source code survival with the Kaplan Meier.;524-527;4;Software Changes and Maintainability;
2011;Yuepu Guo,Carolyn B. Seaman,Rebeka Gomes,Antonio Cavalcanti,Graziela Tonin,Fabio Q. B. da Silva,Andre Luis M. Santos,Clauirton de Siebra;Tracking technical debt - An exploratory case study.;528-531;4;Managing and Supporting Software Maintenance Activities;
2011;Prashant Paymal,Rajvardhan Patil,Sanjukta Bhowmick,Harvey P. Siy;Measuring disruption from software evolution activities using graph-based metrics.;532-535;4;Managing and Supporting Software Maintenance Activities;
2011;Seonah Lee,Sungwon Kang;Clustering and recommending collections of code relevant to tasks.;536-539;4;Managing and Supporting Software Maintenance Activities;
2011;Eric Bouwers,Arie van Deursen,Joost Visser;Dependency profiles for software architecture evaluations.;540-543;4;Managing and Supporting Software Maintenance Activities;
2011;Bonita Sharif;Empirical assessment of UML class diagram layouts based on architectural importance.;544-549;6;Post Doctoral Symposium Track;
2011;Natalia Dragan;Emergent laws of method and class stereotypes in object oriented software.;550-555;6;Post Doctoral Symposium Track;
2011;Coen De Roover;A logic meta-programming foundation for example-driven pattern detection in object-oriented programs.;556-561;6;Post Doctoral Symposium Track;
2011;Abram Hindle;Evidence-based software process recovery: A post-doctoral view.;562-567;6;Post Doctoral Symposium Track;
2011;Christian Bird;Sociotechnical coordination and collaboration in open source software.;568-573;6;Post Doctoral Symposium Track;
2011;Sreedevi Sampath,Renee C. Bryce,Sachin Jain,Schuyler Manchester;A tool for combination-based prioritization and reduction of user-session-based test suites.;574-577;4;Tool Demonstrations Track;
2011;Ricardo Perez-Castillo,Maria Fernandez-Ropero,Ignacio Garcia Rodriguez de Guzman,Mario Piattini Velthius;MARBLE. A business process archeology tool.;578-581;4;Tool Demonstrations Track;
2011;Carlos Noguera,Coen De Roover,Andy Kellens,Viviane Jonckers;Program querying with a SOUL: The BARISTA tool suite.;582-585;4;Tool Demonstrations Track;
2011;Nikolaos Tsantalis,Natalia Negara,Eleni Stroulia;Webdiff: A generic differencing service for software artifacts.;586-589;4;Tool Demonstrations Track;
2011;Chandan Raj Rupakheti,Daqing Hou;EQ: Checking the implementation of equality in Java.;590-593;4;Tool Demonstrations Track;
2011;Antonio Gonzalez Torres,Roberto Theron,Francisco Jose Garcia Penalvo,Michel Wermelinger,Yijun Yu;Maleku: An evolutionary visual software analysis tool for providing insights into software evolution.;594-597;4;Tool Demonstrations Track;
2011;Marco D'Ambros,Romain Robbes;Effective mining of software repositories.;598;1;Tutorials;
2011;Rick Kuhn,Raghu Kacker;Practical combinatorial (t-way) methods for detecting complex faults in regression testing.;599;1;Tutorials;
2011;Serge Demeyer;Research methods in computer science.;600;1;Tutorials;
2010;Radu Marinescu,Michele Lanza,Andrian Marcus;Foreword.;1-2;2;Papers;
2010;Mohammad Abdallah,Malcolm Munro,Keith Gallagher;Certifying software robustness using program slicing.;1-2;2;Papers;
2010;Anthony Cleve;Program analysis and transformation for data-intensive system evolution.;1-6;6;Papers;
2010;Dan C. Cosma;Reverse engineering object-oriented distributed systems.;1-6;6;Papers;
2010;Martin Jakubicka;Software asset management.;1-2;2;Papers;
2010;Dominic Letarte;Conversion of fast inter-procedural static analysis to model checking.;1-2;2;Papers;
2010;Mika Mantyla;Empirical software evolvability - code smells and human evaluations.;1-6;6;Papers;
2010;Vu Nguyen;Improved size and effort estimation models for software maintenance.;1-2;2;Papers;
2010;Camila Nunes,Alessandro Garcia,Carlos Jose Pereira de Lucena;History-sensitive recovery of product line features.;1-2;2;Papers;
2010;Frank Steinbruckner;Coherent Software Cities.;1-2;2;Papers;
2010;Leon A. Wilson;Using ontology fragments in concept location.;1-2;2;Papers;
2010;Venera Arnaoudova,Laleh Mousavi Eshkevari,Rocco Oliveto,Yann-Gael Gueheneuc,Giuliano Antoniol;Physical and conceptual identifier dispersion: Measures and relation to fault proneness.;1-5;5;Papers;
2010;Liang Bao,Chao Yin,Weigang He,Jun Ge,Ping Chen;Extracting reusable services from legacy object-oriented systems.;1-5;5;Papers;
2010;Gabriele Bavota,Rocco Oliveto,Andrea De Lucia,Giuliano Antoniol,Yann-Gael Gueheneuc;Playing with refactoring: Identifying extract class opportunities through game theory.;1-5;5;Papers;
2010;Mario Luca Bernardi,Giuseppe A. Di Lucca;Model-driven detection of Design Patterns.;1-5;5;Papers;
2010;Anna Corazza,Sergio Di Martino,Valerio Maggio,Giuseppe Scanniello;A Tree Kernel based approach for clone detection.;1-5;5;Papers;
2010;Benedikt Burgstaller,Alexander Egyed;Understanding where requirements are implemented.;1-5;5;Papers;
2010;Marios Fokaefs,Diego Serrano,Brendan Tansey,Eleni Stroulia;2D and 3D visualizations in WikiDev2.0.;1-5;5;Papers;
2010;Anja Guzzi,Martin Pinzger,Arie van Deursen;Combining micro-blogging and IDE interactions to support developers in their quests.;1-5;5;Papers;
2010;Klaus Haller;On the implementation and correctness of information system upgrades.;1-5;5;Papers;
2010;Maryam Hasan,Eleni Stroulia,Denilson Barbosa,Manar H. Alalfi;Analyzing natural-language artifacts of the software process.;1-5;5;Papers;
2010;Shinpei Hayashi,Katsuyuki Sekine,Motoshi Saeki;iFL: An interactive environment for understanding feature implementations.;1-5;5;Papers;
2010;Kevin Jalbert,Jeremy S. Bradbury;Using clone detection to identify bugs in concurrent software.;1-5;5;Papers;
2010;Iman Keivanloo,Laleh Roostapour,Philipp Schugerl,Juergen Rilling;SE-CodeSearch: A scalable Semantic Web-based source code search infrastructure.;1-5;5;Papers;
2010;Mehdi MirzaAghaei,Fabrizio Pastore,Mauro Pezze;Automatically repairing test cases for evolving method declarations.;1-5;5;Papers;
2010;Mohammed Aziz Parande,Gunes Koru;A longitudinal analysis of the dependency concentration in smaller modules for open-source software products.;1-5;5;Papers;
2010;Olivier Ponsini,Helene Collavizza,Carine Fedele,Claude Michel,Michel Rueher;Automatic verification of loop invariants.;1-5;5;Papers;
2010;Elke Salecker,Sabine Glesner;Pairwise test set calculation using k-partite graphs.;1-5;5;Papers;
2010;Hamzeh Zawawy,Kostas Kontogiannis,John Mylopoulos;Log filtering and interpretation for root cause analysis.;1-5;5;Papers;
2010;Tiago L. Alves;Assessment of product maintainability for two space domain simulators.;1-7;7;Papers;
2010;Cor-Paul Bezemer,Andy Zaidman,Bart Platzbeecker,Toine Hurkmans,Aad 't Hart;Enabling multi-tenancy: An industrial experience report.;1-8;8;Papers;
2010;John Brant,Don Roberts,Bill Plendl,Jeff Prince;Extreme maintenance: Transforming Delphi into C#.;1-8;8;Papers;
2010;Yanjindulam Dajsuren,Maayan Goldstein,Dany Moshkovich;Modernizing legacy software using a System Grokking technology.;1-7;7;Papers;
2010;Andre L. Ferreira,Ricardo Jorge Machado,Jose G. Silva,Rui F. Batista,Lino Costa,Mark C. Paulk;An approach to improving software inspections performance.;1-8;8;Papers;
2010;Andy Kellens,Carlos Noguera,Theo D'Hondt,Luc Jorissen,Bart Van Passel;Verifying the design of an outsourced COBOL system with IntensiVE.;1-8;8;Papers;
2010;Jingyue Li,Tor Stalhane,Jan M. W. Kristiansen,Reidar Conradi;Cost drivers of software corrective maintenance: An empirical study in two companies.;1-8;8;Papers;
2010;Harry M. Sneed;Migrating from COBOL to Java.;1-7;7;Papers;
2010;David S. Wile,Robert M. Balzer,Neil M. Goldman,Marcelo Tallis,Alexander Egyed,Tim Hollebeek;Adapting COTS products.;1-9;9;Papers;
2010;Jafar M. Al-Kofahi,Ahmed Tamrawi,Tung Thanh Nguyen,Hoan Anh Nguyen,Tien N. Nguyen;Fuzzy set approach for automatic tagging in evolving software.;1-10;10;Papers;
