2012;Malcom Gethers,Amir Aryani,Denys Poshyvanyk;Combining Conceptual and Domain-Based Couplings to Detect Database and Code Dependencies.;144-153;10;;
2012;Jurgen J. Vinju,Michael W. Godfrey;What Does Control Flow Really Look Like? Eyeballing the Cyclomatic Complexity Metric.;154-163;10;;
2012;John Businge,Alexander Serebrenik,Mark van den Brand;Compatibility Prediction of Eclipse Third-Party Plug-ins in New Eclipse Releases.;164-173;10;;
2012;Nasir Ali,Aminata Sabane,Yann-Gael Gueheneuc,Giuliano Antoniol;Improving Bug Location Using Binary Class Relationships.;174-183;10;;
2012;Emily Hill,Shivani Rao,Avinash C. Kak;On the Use of Stemming for Concern Location and Bug Localization in Java.;184-193;10;;
2011;Paul E. Black;Counting Bugs is Harder Than You Think.;1-9;9;Invited Talks;
2011;Nicolas Gold;Knitting Music and Programming: Reflections on the Frontiers of Source Code Analysis.;10-14;5;Invited Talks;
2011;Eric Larson;Program Analysis Too Loopy? Set the Loops Aside.;15-24;10;Static Analysis;
2011;Viktor Pavlu,Markus Schordan,Andreas Krall;Computation of Alias Sets from Shape Graphs for Comparison of Shape Analysis Precision.;25-34;10;Static Analysis;
2011;Jason Sawin,Atanas Rountev;Assumption Hierarchy for a CHA Call Graph Construction Algorithm.;35-44;10;Static Analysis;
2011;Steffen Keul;Tuning Static Data Race Analysis for Automotive Control Software.;45-54;10;Embedded Systems and Mobile Platforms;
2011;Mark D. Syer,Bram Adams,Ying Zou,Ahmed E. Hassan;Exploring the Development of Micro-apps: A Case Study on the BlackBerry and Android Platforms.;55-64;10;Embedded Systems and Mobile Platforms;
2011;Radu Marinescu,Cristina Marinescu;Are the Clients of Flawed Classes (Also) Defect Prone?;65-74;10;Defects and Security;
2011;Kevin Coogan,Saumya K. Debray;Equational Reasoning on x86 Assembly Code.;75-84;10;Defects and Security;
2011;Andrea Avancini,Mariano Ceccato;Security Testing of Web Applications: A Search-Based Approach for Cross-Site Scripting Vulnerabilities.;85-94;10;Defects and Security;
2011;Wei Wang,Michael W. Godfrey;A Study of Cloning in the Linux SCSI Drivers.;95-104;10;Clones;
2011;Minhaz Fahim Zibran,Chanchal Kumar Roy;A Constraint Programming Approach to Conflict-Aware Optimal Scheduling of Prioritized Code Clone Refactoring.;105-114;10;Clones;
2011;Sandro Schulze,Elmar Jurgens,Janet Feigenspan;Analyzing the Effect of Preprocessor Annotations on Code Clones.;115-124;10;Clones;
2011;Surafel Lemma Abebe,Sonia Haiduc,Paolo Tonella,Andrian Marcus;The Effect of Lexicon Bad Smells on Concept Location in Source Code.;125-134;10;Search;
2011;Matthew B. Kelly,Jason S. Alexander,Bram Adams,Ahmed E. Hassan;Recovering a Balanced Overview of Topics in a Software Domain.;135-144;10;Search;
2011;Tiago L. Alves,Jurriaan Hage,Peter Rademaker;A Comparative Study of Code Query Technologies.;145-154;10;Search;
2011;Serguei A. Roubtsov,Alexander Serebrenik,Aurelien Mazoyer,Mark van den Brand;I2SD: Reverse Engineering Sequence Diagrams from Enterprise Java Beans with Interceptors.;155-164;10;Tools;
2011;Michael Mehlich;CheckPointer - A C Memory Access Validator.;165-172;8;Tools;
2011;Michael L. Collard,Michael J. Decker,Jonathan I. Maletic;Lightweight Transformation and Fact Extraction with the srcML Toolkit.;173-184;12;Tools;
2011;Jens Nicolay,Coen De Roover,Wolfgang De Meuter,Viviane Jonckers;Automatic Parallelization of Side-Effecting Higher-Order Scheme Programs.;185-194;10;Transformation;
2011;Ahmed Sfayhi,Houari A. Sahraoui;What You See is What You Asked for: An Effort-Based Transformation of Code Analysis Tasks into Interactive Visualization Scenarios.;195-203;9;Transformation;
2010;Andreas Zeller;Learning from 6, 000 Projects: Mining Models in the Large.;3-6;4;Invited Talks;
2010;Mark Harman;Why Source Code Analysis and Manipulation Will Always be Important.;7-19;13;Invited Talks;
2010;Amy Wheeler,Dave Binkley;Subclass Instantiation Distribution.;23-32;10;Measurement;
2010;Bela Ujhazi,Rudolf Ferenc,Denys Poshyvanyk,Tibor Gyimothy;New Conceptual Coupling and Cohesion Metrics for Object-Oriented Systems.;33-42;10;Measurement;
2010;Simon Allier,Stephane Vaucher,Bruno Dufour,Houari A. Sahraoui;Deriving Coupling Metrics from Call Graphs.;43-52;10;Measurement;
2010;Stephen W. Thomas,Bram Adams,Ahmed E. Hassan,Dorothea Blostein;Validating the Use of Topic Models for Software Evolution.;55-64;10;Concepts;
2010;Scott Grant,James R. Cordy;Estimating the Optimal Number of Latent Concepts in Source Code Analysis.;65-74;10;Concepts;
2010;Romain Brixtel,Mathieu Fontaine,Boris Lesner,Cyril Bazin,Romain Robbes;Language-Independent Clone Detection Applied to Plagiarism Detection.;77-86;10;Clones;
2010;Ripon Kumar Saha,Muhammad Asaduzzaman,Minhaz Fahim Zibran,Chanchal Kumar Roy,Kevin A. Schneider;Evaluating Code Clone Genealogies at Release Level: An Empirical Study.;87-96;10;Clones;
2010;Michael Pise;The Fika Parser Generator.;99-100;2;Demos;
2010;Bas Basten,Tijs van der Storm;AMBIDEXTER: Practical Ambiguity Detection.;101-102;2;Demos;
2010;Jurgen Graf;Speeding Up Context-, Object- and Field-Sensitive SDG Generation.;105-114;10;Static Analysis Using Graphs;
2010;Devin Kester,Martin Mwebesa,Jeremy S. Bradbury;How Good is Static Analysis at Finding Concurrency Bugs?;115-124;10;Static Analysis Using Graphs;
2010;Marcus Edvinsson,Jonas Lundberg,Welf Lowe;Parallel Reachability and Escape Analyses.;125-134;10;Static Analysis Using Graphs;
2010;Zhi Da Luo,Linda Hillis,Raja Das,Yao Qi;Effective Static Analysis to Find Concurrency Bugs in Java.;135-144;10;Static Analysis Using Graphs;
2010;Lennart C. L. Kats,Eelco Visser;Encapsulating Software Platform Logic by Aspect-Oriented Programming: A Case Study in Using Aspects for Language Portability.;147-156;10;Modularity;
2010;Huiqing Li,Simon J. Thompson;Refactoring Support for Modularity Maintenance in Erlang.;157-166;10;Modularity;
2010;Zoltan Borok-Nagy,Viktor Majer,Jozsef Mihalicza,Norbert Pataki,Zoltan Porkolab;Visualization of C++ Template Metaprograms.;167-176;10;Modularity;
2010;Katerina Troshina,Yegor Derevenets,Alexander Chernov;Reconstruction of Composite Types for Decompilation.;179-188;10;Data and Memory;
2010;Alain Ketterlin,Philippe Clauss;Recovering the Memory Behavior of Executable Programs.;189-198;10;Data and Memory;
2010;Matthew S. Simpson,Rajeev Barua;MemSafe: Ensuring the Spatial and Temporal Memory Safety of C at Runtime.;199-208;10;Data and Memory;
2009;Robert Charles Lange,Spiros Mancoridis;thr2csp: Toward Transforming Threads into Communicating Sequential Processes.;3-12;10;Slicing & Concurrency;
2009;Dennis Giffhorn;Chopping Concurrent Programs.;13-22;10;Slicing & Concurrency;
2009;Martin P. Ward;Properties of Slicing Definitions.;23-32;10;Slicing & Concurrency;
2009;Ju Qian,Yuming Zhou,Baowen Xu;Improving Side-Effect Analysis with Lazy Access Path Resolving.;35-44;10;Dependence Analysis;
2009;Tobias Gutzmann,Antonina Khairova,Jonas Lundberg,Welf Lowe;Towards Comparing and Combining Points-to Analyses.;45-54;10;Dependence Analysis;
2009;Tiago L. Alves,Joost Visser;Static Estimation of Test Coverage.;55-64;10;Dependence Analysis;
2009;Rebecca Tiarks,Rainer Koschke,Raimar Falke;An Assessment of Type-3 Clones as Detected by State-of-the-Art Tools.;67-76;10;Clones;
2009;Nils Gode;Evolution of Type-1 Clones.;77-86;10;Clones;
2009;David Binkley,Mark Harman;Identifying 'Linchpin Vertices' That Cause Large Dependence Clusters.;89-98;10;Code Tracing;
2009;Jaime Spacco,Chadd C. Williams;Lightweight Techniques for Tracking Unique Program Statements.;99-108;10;Code Tracing;
2009;Christian Prause;Maintaining Fine-Grained Code Metadata Regardless of Moving, Copying and Merging.;109-118;10;Code Tracing;
2009;Tobias Gutzmann,Tamara Steijger;Backporting Java 5 Code.;121-122;2;Tools Demos;
2009;Geraud Canet,Pascal Cuoq,Benjamin Monate;A Value Analysis for C Programs.;123-124;2;Tools Demos;
2009;Martin P. Ward;The FermaT Maintenance Environment Tool Demonstration.;125-126;2;Tools Demos;
2009;James Hamilton,Sebastian Danicic;An Evaluation of Current Java Bytecode Decompilers.;129-136;8;Abstraction & Reverse Engineering;
2009;Michael Achenbach,Klaus Ostermann;Engineering Abstractions in Model Checking and Testing.;137-146;10;Abstraction & Reverse Engineering;
2009;Valentin David,Magne Haveraaen;Concepts as Syntactic Sugar.;147-156;10;Abstraction & Reverse Engineering;
2009;El Hachemi Alikacem,Houari A. Sahraoui;A Metric Extraction Framework Based on a High-Level Description Language.;159-167;9;Analysis Frameworks;
2009;Paul Klint,Tijs van der Storm,Jurgen J. Vinju;RASCAL: A Domain Specific Language for Source Code Analysis and Manipulation.;168-177;10;Analysis Frameworks;
2009;Ralf Lammel,Vadim Zaytsev;Recovering Grammar Relationships for the Java Language Specification.;178-186;9;Analysis Frameworks;
2008;Paul Anderson;90% Perspiration: Engineering Static Analysis Techniques for Industrial Applications.;3-12;10;;
2008;Ansgar Fehnker,Ralf Huuck,Felix Rauch,Sean Seefried;Some Assembly Required - Program Analysis of Embedded System Code.;15-24;10;;
2008;Bernhard Scholz,Chenyi Zhang,Cristina Cifuentes;User-Input Dependence Analysis via Graph Reachability.;25-34;10;;
2008;Katsuhiko Gondow,Hayato Kawashima,Takashi Imaizumi;TBCppA: A Tracer Approach for Automatic Accurate Analysis of C Preprocessor's Behaviors.;35-44;10;;
2008;Cheng Wang,Daqing Hou;An Empirical Study of Function Overloading in C++.;47-56;10;;
2008;Jens Krinke;Is Cloned Code More Stable than Non-cloned Code?;57-66;10;;
2008;Jeremy Singer,Chris C. Kirkham;Exploiting the Correspondence between Micro Patterns and Class Names.;67-76;10;;
2008;Cathal Boogerd,Leon Moonen;On the Use of Data Flow Analysis in Static Profiling.;79-88;10;;
2008;Damiano Zanardini;The Semantics of Abstract Program Slicing.;89-98;10;;
2008;Massimiliano Di Penta,Luigi Cerulo,Lerina Aversano;The Evolution and Decay of Statically Detected Source Code Vulnerabilities.;101-110;10;;
2008;Abram Hindle,Michael W. Godfrey,Richard C. Holt;From Indentation Shapes to Code Structures.;111-120;10;;
2008;David Binkley,Nicolas Gold,Mark Harman,Zheng Li,Kiarash Mahdavi;Evaluating Key Statements Analysis.;121-130;10;;
2008;Jonas Lundberg,Tobias Gutzmann,Welf Lowe;Fast and Precise Points-to Analysis.;133-142;10;;
2008;Qiang Sun,Jianjun Zhao;Aspect-Aware Points-to Analysis.;143-152;10;;
2008;Andrew Stone,Michelle Strout,Shweta Behere;Automatic Determination of May/Must Set Usage in Data-Flow Analysis.;153-162;10;;
2008;Lei Wang,Qiang Zhang,PengChao Zhao;Automated Detection of Code Vulnerabilities Based on Program Analysis and Model Checking.;165-173;9;;
2008;Michael Gorbovitski,K. Tuncay Tekle,Tom Rothamel,Scott D. Stoller,Yanhong A. Liu;Analysis and Transformations for Efficient Query-Based Debugging.;174-183;10;;
2008;Daniel M. German,Gregorio Robles,Ahmed E. Hassan;Change Impact Graphs: Determining the Impact of Prior Code Changes.;184-193;10;;
2008;Mariano Ceccato,Thomas Roy Dean,Paolo Tonella;Using Program Transformations to Add Structure to a Legacy Data Model.;197-206;10;;
2008;Petru Florin Mihancea;Type Highlighting: A Client-Driven Visual Approach for Class Hierarchies Reengineering.;207-216;10;;
2008;Jason Chu,Thomas Roy Dean;Automated Migration of List Based JSP Web Pages to AJAX.;217-226;10;;
2008;Tony Clark,Paul Sammut,James S. Willans;Beyond Annotations: A Proposal for Extensible Java (XJ).;229-238;10;;
2008;Miguel Gomez-Zamalloa,Elvira Albert,German Puebla;Modular Decompilation of Low-Level Code by Partial Evaluation.;239-248;10;;
2008;Yue Jia,Mark Harman;Constructing Subtle Faults Using Higher Order Mutation Testing.;249-258;10;;
2008;Raffi Khatchadourian,Awais Rashid;Rejuvenate Pointcut: A Tool for Pointcut Expression Recovery in Evolving Aspect-Oriented Software.;261-262;2;;
2008;Cristina Cifuentes;Parfait - A Scalable Bug Checker for C Code.;263-264;2;;
2008;Nuno F. Rodrigues,Luis Soares Barbosa;CoordInspector: A Tool for Extracting Coordination Data from Legacy Code.;265-266;2;;
2008;Dennis Giffhorn,Christian Hammer;Precise Analysis of Java Programs Using JOANA.;267-268;2;;
2008;Zhao Hong Yang,Yun Zhan Gong,Xiao Qing,Wang Ya Wen;DTS - A Software Defects Testing System.;269-270;2;;
2007;Oege de Moor,Mathieu Verbaere,Elnar Hajiyev,Pavel Avgustinov,Torbjorn Ekman,Neil Ongkingco,Damien Sereni,Julian Tibble;Keynote Address: .QL for Source Code Analysis.;3-16;14;;
2007;Dennis Giffhorn,Christian Hammer;An Evaluation of Slicing Algorithms for Concurrent Programs.;17-26;10;;
2007;Mariano Ceccato,Mila Dalla Preda,Jasvir Nagra,Christian S. Collberg,Paolo Tonella;Barrier Slicing for Remote Software Trusting.;27-36;10;;
2007;Jens Krinke;Statement-Level Cohesion Metrics and their Visualization.;37-48;12;;
2007;Andreas Lochbihler,Gregor Snelting;On Temporal Path Conditions in Dependence Graphs.;49-58;10;;
2007;Tobias Gutzmann,Jonas Lundberg,Welf Lowe;Towards Path-Sensitive Points-to Analysis.;59-68;10;;
2007;Eva Magnusson,Torbjorn Ekman,Gorel Hedin;Extending Attribute Grammars with Collection Attributes--Evaluation and Applications.;69-80;12;;
2007;Nicolas Juillerat,Beat Hirsbrunner;"Toward an Implementation of the ""Form Template Method"" Refactoring.";81-90;10;;
2007;Walter Binder,Jarle Hulaas,Philippe Moret;Reengineering Standard Java Runtime Systems through Dynamic Bytecode Instrumentation.;91-100;10;;
2007;Marius Marin,Leon Moonen,Arie van Deursen;An Integrated Crosscutting Concern Migration Strategy and its Application to JHOTDRAW.;101-110;10;;
2007;Arnoldo Jose Muller Molina,Takeshi Shinohara;Fast Approximate Matching of Programs for Protecting Libre/Open Source Software by Using Spatial Indexes.;111-122;12;;
2007;Eric Larson;SUDS: An Infrastructure for Creating Bug Detection Tools.;123-132;10;;
2007;Matthew Naylor,Colin Runciman;Finding Inputs that Reach a Target Expression.;133-142;10;;
2007;Jason Sawin,Atanas Rountev;Improved Static Resolution of Dynamic Class Loading in Java.;143-154;12;;
2007;Serguei A. Roubtsov,Alexandru Telea,Danny Holten;SQuAVisiT: A Software Quality Assessment and Visualisation Toolset.;155-156;2;;
2007;Cristina Marinescu;DATES: Design Analysis Tool for Enterprise Systems.;157-158;2;;
2007;Jendrik Johannes;Source Code Composition with the Reuseware Composition Framework.;159-160;2;;
2007;Huib van den Brink,Rob van der Leek,Joost Visser;Quality Assessment for Embedded SQL.;163-170;8;;
2007;Patricia L. Roden,Shamsnaz Virani,Letha H. Etzkorn,Sherri L. Messimer;An Empirical Study of the Relationship of Stability Metrics and the QMOOD Quality Models Over Software Developed Using Highly Iterative or Agile Software Processes.;171-179;9;;
2007;Lerina Aversano,Luigi Cerulo,Massimiliano Di Penta;Relating the Evolution of Design Patterns and Crosscutting Concerns.;180-192;13;;
2007;Einar W. Host,Bjarte M. Ostvold;The Programmer's Lexicon, Volume I: The Verbs.;193-202;10;;
2007;Zhen Ming Jiang,Ahmed E. Hassan;A Framework for Studying Clones In Large Software Systems.;203-212;10;;
2007;Dawn Lawrie,Henry Feild,David Binkley;Extracting Meaning from Abbreviated Identifiers.;213-222;10;;
2006;;Message from the Chairs.;;0;Introduction;
2006;;Organizing Committee.;;0;Introduction;
2006;;Steering Committee.;;0;Introduction;
2006;;Program Committee.;;0;Introduction;
2006;;Additional Reviewers.;;0;Introduction;
2006;Keith Gallagher,David Binkley,Mark Harman;Stop-List Slicing.;11-20;10;Session 1: Slicing;
2006;Arpad Beszedes,Tamas Gergely,Tibor Gyimothy;Graph-Less Dynamic Dependence-Based Dynamic Slicing Algorithms.;21-30;10;Session 1: Slicing;
2006;Kai Pan,Sunghun Kim,Jim Whitehead;Bug Classification Using Program Slicing Metrics.;31-42;12;Session 1: Slicing;
2006;David Binkley,Mark Harman,Jens Krinke;Characterising, Explaining, and Exploiting the Approximate Nature of Static Analysis through Animation.;43-52;10;Session 2: Static Analysis I;
2006;Jason Sawin,Atanas Rountev;Estimating the Run-Time Progress of a Call Graph Construction Algorithm53-62.;53-62;10;Session 2: Static Analysis I;
2006;Weilei Zhang,Barbara G. Ryder;Constructing Accurate Application Call Graphs For Java To Model Library Callbacks.;63-74;12;Session 2: Static Analysis I;
2006;Andrew Walenstein,Rachit Mathur,Mohamed R. Chouchane,Arun Lakhotia;Normalizing Metamorphic Malware Using Term Rewriting.;75-84;10;Session 3: Transformations;
2006;Michael W. Fagan,Laurent Hascoet,Jean Utke;Data Representation Alternatives in Semantically Augmented Numerical Models.;85-94;10;Session 3: Transformations;
2006;Matthew Jacobs,E. Christopher Lewis;SMART C: A Semantic Macro Replacement Translator for C.;95-106;12;Session 3: Transformations;
2006;Magiel Bruntink;Linking Analysis and Transformation Tools with Source-Based Mappings.;107-116;10;Session 4: Tools;
2006;Adrian D. Thurston,James R. Cordy;Evolving TXL.;117-126;10;Session 4: Tools;
2006;Lajos Jeno Fulop,Tamas Gyovai,Rudolf Ferenc;Evaluating C++ Design Pattern Miner Tools.;127-138;12;Session 4: Tools;
2006;Dawn Lawrie,Henry Feild,David Binkley;Syntactic Identifier Conciseness and Consistency.;139-148;10;Session 5: Static Analysis II;
2006;Cathal Boogerd,Leon Moonen;Prioritizing Software Inspection Results using Static Profiling.;149-160;12;Session 5: Static Analysis II;
2006;Eric Van Wyk,Lijesh Krishnan,Derek Bodin,Eric Johnson,August Schwerdfeger,Phil Russell;Tool Demonstration: Silver Extensible Compiler Frameworks and Modular Language Extensions for Java and C.;161;1;Tool Demonstrations;
2006;Carlos Noguera,Renaud Pawlak;AVal: an Extensible Attribute-Oriented Programming Validator for Java.;175-183;9;Tool Demonstrations;
2006;Kim S. Henriksen,John P. Gallagher;Abstract Interpretation of PIC Programs through Logic Programming.;184-196;13;Tool Demonstrations;
2006;Huiqing Li,Simon J. Thompson;Comparative Study of Refactoring Haskell and Erlang Programs.;197-206;10;Session 7: Refactoring;
2006;Dennis Strein,Hans Kratz,Welf Lowe;Cross-Language Program Analysis and Refactoring.;207-216;10;Session 7: Refactoring;
2006;Michael L. Collard,Huzefa H. Kagdi,Jonathan I. Maletic;Factoring Differences for Iterative Change Management.;217-226;10;Session 7: Refactoring;
2005;;Title Page.;;0;Cover;
2005;;Copyright.;;0;Cover;
2005;;Message from the Chairs.;;0;Introduction;
2005;;Program Committee.;;0;Introduction;
2005;;Reviewers.;;0;Introduction;
2005;David Binkley,Mark Harman;Forward slices are smaller than backward slices.;15-24;10;Session 1: Slicing;
2005;Hyoung Seok Hong,Insup Lee,Oleg Sokolsky;Abstract Slicing: A New Approach to Program Slicing Based on Abstract Interpretation and Model Checking.;25-34;10;Session 1: Slicing;
2005;Attila Szegedi,Tibor Gyimothy;Dynamic Slicing of Java Bytecode Programs.;35-44;10;Session 1: Slicing;
2005;David Binkley,Sebastian Danicic,Tibor Gyimothy,Mark Harman,Akos Kiss 0001,Bogdan Korel;Minimal Slicing and the Relationships Between Forms of Slicing.;45-56;12;Session 1: Slicing;
2005;Silvia Breu;Extending Dynamic Aspect Mining with Static Information.;57-65;9;Session 2: Concept Location;
2005;Beat Fluri,Harald Gall,Martin Pinzger;Fine-Grained Analysis of Change Couplings.;66-74;9;Session 2: Concept Location;
2005;Jeremy Singer;Concept Assignment as a Debugging Technique for Code Generators.;75-86;12;Session 2: Concept Location;
2005;Hongyu Zhang,Jeremy S. Bradbury,James R. Cordy,Jurgen Dingel;Implementation and Verification of Implicit-Invocation Systems Using Source Transformation.;87-96;10;Session 3: Program Transformations I;
2005;Markus Schordan,Daniel J. Quinlan;Specifying Transformation Sequences as Computation on Program Fragments with an Abstract Attribute Grammar.;97-106;10;Session 3: Program Transformations I;
2005;Nerina Bermudo,Andreas Krall,R. Nigel Horspool;Control Flow Graph Reconstruction for Assembly Language Programs with Delayed Instructions.;107-118;12;Session 3: Program Transformations I;
2005;Aiwu Shi,Gleb Naumovich;Static Analysis for Computing Escapability and Mutability for Java Components.;119-128;10;Session 4: Pointer Analysis;
2005;Richard E. Jones,Andy C. King;A Fast Analysis for Thread-Local Garbage Collection with Dynamic Class Loading.;129-138;10;Session 4: Pointer Analysis;
2005;Marcio Buss,Stephen A. Edwards,Bin Yao,Dan G. Waddington;Pointer Analysis for Source-to-Source Transformations.;139-150;12;Session 4: Pointer Analysis;
2005;Michael English,Jim Buckley,Tony Cahill,Kristian Lynch;Measuring the Impact of Friends on the Internal Attributes of Software Systems.;151-160;10;Session 5: Empirical Studies;
2005;Steve Counsell,Stephen Swift,Allan Tucker;Object-oriented cohesion as a surrogate of software comprehension: an empirical study.;161-172;12;Session 5: Empirical Studies;
2005;Shannon Xu,Thomas Roy Dean;Transforming Embedded Java Code into Custom Tags.;173-182;10;Session 6: Program Transformations II;
2005;Bernadette Power,Geoff W. Hamilton;Declassification: Transforming Java Programs to Remove Intermediate Classes.;183-192;10;Session 6: Program Transformations II;
2005;Paul Anderson;The Performance Penalty of XML for Program Intermediate Representations.;193-202;10;Session 6: Program Transformations II;
2004;Gregg Rothermel;Using Source-Code Analysis to Help End-User Programmers Create Dependable Software.;3;1;Keynote;
2004;Bogong Su,Jian Wang,Erh-Wen Hu,Joseph Manzano;Software De-Pipelining Technique.;7-16;10;Decompilation;
2004;Arun Lakhotia,Eric Uday Kumar;Abstracting Stack to Detect Obfuscated Calls in Binaries.;17-26;10;Decompilation;
2004;Jens Krinke;Context-Sensitivity Matters, But Context Does Not.;29-35;7;Slicing;
2004;Keith Gallagher;Some Notes on Interprocedural Program Slicing.;36-42;7;Slicing;
2004;David Binkley,Sebastian Danicic,Tibor Gyimothy,Mark Harman,Akos Kiss 0001,Lahcen Ouarbya;Formalizing Executable Dynamic and Forward Slicing.;43-52;10;Slicing;
2004;Uwe Naumann,Jean Utke,Andrew Lyons,Michael W. Fagan;Control Flow Reversal for Adjoint Code Generation.;55-64;10;Restructuring;
2004;Deji Fatiregun,Mark Harman,Robert M. Hierons;Evolving Transformation Sequences using Genetic Algorithms.;66-75;10;Restructuring;
2004;Xia Xu,Chung-Horng Lung,Marzia Zaman,Anand Srinivasan;Program Restructuring Through Clustering Techniques.;75-84;10;Restructuring;
2004;Mark Harman,David Binkley,Ranjit Singh,Robert M. Hierons;Amorphous Procedure Extraction.;85-94;10;Restructuring;
2004;Tom Tourwe,Kim Mens;Mining Aspectual Views using Formal Concept Analysis.;97-106;10;Aspect-Oriented Programming ;
2004;Mariano Ceccato,Paolo Tonella;Adding Distribution to Existing Applications by Means of Aspect Oriented Programming.;107-116;10;Aspect-Oriented Programming ;
2004;Daqing Hou,H. James Hoover,Piotr Rudnicki;Specifying the Law of Demeter and C++ Programming Guidelines with FCL.;119-127;9;Maintenance;
2004;Vera Wahler,Dietmar Seipel,Jurgen Wolff von Gudenberg,Gregor Fischer;Clone Detection in Source Code by Frequent Itemset Techniques.;128-135;8;Maintenance;
2004;Magiel Bruntink,Arie van Deursen;Predicting Class Testability using Object-Oriented Metrics.;136-145;10;Maintenance;
2004;Gregorio Robles,Jesus M. Gonzalez-Barahona;Executable Source Code and Non-Executable Source Code: Analysis and Relationships.;149-157;9;Source Code;
2004;Katsuhisa Maruyama,Shinichirou Yamamoto;A CASE Tool Platform Using an XML Representation of Java Source Code.;158-167;10;Source Code;
2003;David J. Pearce,Paul H. J. Kelly,Chris Hankin;Online Cycle Detection and Difference Propagation for Pointer Analysis.;3-12;10;Static Analysis;
2003;Matthieu Martel;Improving the Static Analysis of Loops by Dynamic Partitioning Techniques.;13-21;9;Static Analysis;
2003;Jean-Marie Favre;CPP Denotational Semantics.;22-;0;Static Analysis;
2003;Michael English,Jim Buckley,Tony Cahill;Applying Meyer's Taxonomy to Object-Oriented Software Systems.;35-44;10;Object Oriented Code;
2003;Richard Wheeldon,Steve Counsell;Power Law Distributions in Class Relationships.;45-54;10;Object Oriented Code;
2003;Neil Walkinshaw,Marc Roper,Murray Wood;The Java System Dependence Graph.;55-64;10;Object Oriented Code;
2003;Otto Skrove Bagge,Karl Trygve Kalleberg,Magne Haveraaen,Eelco Visser;Design of the CodeBoost Transformation System for Domain-Specific Optimisation of C++ Programs.;65-;0;Object Oriented Code;
2003;Chris Verhoef;Managing Multi-Billion Dollar IT Budgets using Source Code Analysis.;77-;0;Keynote;
2003;Jens Krinke;Barrier Slicing and Chopping.;81-87;7;Slicing;
2003;Martin P. Ward;Slicing the SCAM Mug: A Case Study in Semantic Slicing.;88-97;10;Slicing;
2003;Aditya Rajeev Kulkarni,Sethu Ramesh;Static Slicing of Reactive Programs.;98-107;10;Slicing;
2003;Fumiaki Umemori,Kenji Konda,Reishi Yokomori,Katsuro Inoue;Design and Implementation of Bytecode-based Java Slicing System.;108-117;10;Slicing;
2003;Akos Kiss 0001,Judit Jasz,Gabor Lehotai,Tibor Gyimothy;Interprocedural Static Slicing of Binary Executables.;118-;0;Slicing;
2003;Maxim Mossienko,Oleg Khaschansky,Dmitriy Antonov,Oleg Smirnov,Anton Gubanov;Towards managing environment dependence during legacy systems renovation and maintenance.;131-140;10;Program Transformations;
2003;Karina Olmos,Eelco Visser;Turning Dynamic Typing into Static Typing by Program Specialization in a Compiler Front-end for Octave.;141-150;10;Program Transformations;
2003;Xinping Guo,James R. Cordy,Thomas Roy Dean;Unique Renaming of Java Using Source Transformation.;151-160;10;Program Transformations;
